state,city,population,violent_crime,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,year
MINNESOTA,Goodview,4149.0,3.0,0.0,0.0,0.0,3.0,50.0,10.0,36.0,4.0,0.0,2019-12-31
MINNESOTA,Grand Rapids5,11267.0,20.0,0.0,4.0,0.0,16.0,171.0,11.0,154.0,6.0,3.0,2019-12-31
MINNESOTA,Granite Falls,2700.0,3.0,0.0,0.0,0.0,3.0,51.0,4.0,42.0,5.0,0.0,2019-12-31
MINNESOTA,Hallock,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
MINNESOTA,Hastings,22774.0,39.0,0.0,10.0,2.0,27.0,451.0,58.0,360.0,33.0,0.0,2019-12-31
MINNESOTA,Hawley,2223.0,1.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,0.0,0.0,2019-12-31
MINNESOTA,Hector,1045.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,1.0,1.0,2019-12-31
MINNESOTA,Henning,814.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2019-12-31
MINNESOTA,Hermantown,9770.0,9.0,0.0,4.0,0.0,5.0,618.0,25.0,581.0,12.0,1.0,2019-12-31
MINNESOTA,Hibbing,15895.0,41.0,1.0,12.0,0.0,28.0,166.0,19.0,126.0,21.0,1.0,2019-12-31
MINNESOTA,Hill City5,585.0,1.0,0.0,0.0,0.0,1.0,18.0,1.0,16.0,1.0,0.0,2019-12-31
MINNESOTA,Hokah5,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
MINNESOTA,Hopkins,18735.0,33.0,1.0,9.0,5.0,18.0,292.0,47.0,218.0,27.0,1.0,2019-12-31
MINNESOTA,Houston5,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
MINNESOTA,Howard Lake,2091.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,2019-12-31
MINNESOTA,Hutchinson,13960.0,31.0,0.0,7.0,4.0,20.0,236.0,32.0,197.0,7.0,0.0,2019-12-31
MINNESOTA,International Falls,5871.0,13.0,0.0,2.0,1.0,10.0,74.0,8.0,64.0,2.0,1.0,2019-12-31
MINNESOTA,Inver Grove Heights,35668.0,78.0,0.0,23.0,9.0,46.0,650.0,90.0,487.0,73.0,4.0,2019-12-31
MINNESOTA,Isanti,5985.0,6.0,0.0,1.0,0.0,5.0,80.0,8.0,70.0,2.0,0.0,2019-12-31
MINNESOTA,Isle,803.0,3.0,0.0,0.0,0.0,3.0,62.0,7.0,52.0,3.0,0.0,2019-12-31
MINNESOTA,Janesville,2261.0,5.0,0.0,1.0,0.0,4.0,37.0,14.0,21.0,2.0,0.0,2019-12-31
MINNESOTA,Jordan,6384.0,4.0,0.0,1.0,1.0,2.0,45.0,5.0,38.0,2.0,0.0,2019-12-31
MINNESOTA,Kasson5,6514.0,6.0,0.0,0.0,0.0,6.0,51.0,3.0,45.0,3.0,0.0,2019-12-31
MINNESOTA,Kimball,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
MINNESOTA,La Crescent5,4981.0,2.0,0.0,0.0,0.0,2.0,23.0,3.0,20.0,0.0,1.0,2019-12-31
MINNESOTA,Lake City,5140.0,4.0,0.0,2.0,0.0,2.0,58.0,7.0,48.0,3.0,0.0,2019-12-31
MINNESOTA,Lake Crystal,2496.0,5.0,0.0,1.0,0.0,4.0,30.0,6.0,22.0,2.0,0.0,2019-12-31
MINNESOTA,Lakes Area,9833.0,11.0,0.0,5.0,0.0,6.0,163.0,23.0,130.0,10.0,0.0,2019-12-31
MINNESOTA,Lake Shore5,1056.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,2019-12-31
MINNESOTA,Lakeville,67206.0,45.0,0.0,18.0,6.0,21.0,564.0,52.0,496.0,16.0,4.0,2019-12-31
MINNESOTA,Lamberton,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
MINNESOTA,Lauderdale,2548.0,3.0,0.0,1.0,0.0,2.0,50.0,10.0,36.0,4.0,0.0,2019-12-31
MINNESOTA,Le Center,2482.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,0.0,2019-12-31
MINNESOTA,Lester Prairie,1722.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,11.0,1.0,0.0,2019-12-31
MINNESOTA,Le Sueur,4016.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,25.0,1.0,0.0,2019-12-31
MINNESOTA,Lewiston,1558.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,2019-12-31
MINNESOTA,Lino Lakes5,21925.0,19.0,0.0,5.0,2.0,12.0,130.0,18.0,103.0,9.0,0.0,2019-12-31
MINNESOTA,Litchfield,6632.0,12.0,0.0,2.0,0.0,10.0,128.0,12.0,105.0,11.0,0.0,2019-12-31
MINNESOTA,Little Falls,8669.0,7.0,0.0,0.0,0.0,7.0,199.0,23.0,166.0,10.0,1.0,2019-12-31
MINNESOTA,Long Prairie,3297.0,5.0,0.0,1.0,0.0,4.0,50.0,2.0,48.0,0.0,0.0,2019-12-31
MINNESOTA,Lonsdale,4141.0,1.0,0.0,1.0,0.0,0.0,12.0,1.0,10.0,1.0,0.0,2019-12-31
MINNESOTA,Madelia5,2266.0,3.0,0.0,3.0,0.0,0.0,21.0,2.0,19.0,0.0,0.0,2019-12-31
MINNESOTA,Mankato,42955.0,110.0,0.0,29.0,12.0,69.0,1462.0,186.0,1217.0,59.0,3.0,2019-12-31
MINNESOTA,Maple Grove,73170.0,58.0,2.0,20.0,8.0,28.0,1107.0,72.0,998.0,37.0,4.0,2019-12-31
MINNESOTA,Mapleton,2203.0,1.0,0.0,1.0,0.0,0.0,19.0,3.0,16.0,0.0,0.0,2019-12-31
MINNESOTA,Maplewood,41341.0,158.0,1.0,18.0,32.0,107.0,2080.0,276.0,1627.0,177.0,6.0,2019-12-31
MINNESOTA,Marshall5,13511.0,21.0,0.0,8.0,0.0,13.0,161.0,31.0,122.0,8.0,0.0,2019-12-31
MINNESOTA,McGregor5,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
MINNESOTA,Medina,6852.0,1.0,0.0,0.0,0.0,1.0,91.0,11.0,79.0,1.0,0.0,2019-12-31
MINNESOTA,Melrose,3642.0,2.0,0.0,0.0,1.0,1.0,27.0,2.0,22.0,3.0,0.0,2019-12-31
MINNESOTA,Mendota Heights,11373.0,15.0,0.0,2.0,2.0,11.0,153.0,32.0,114.0,7.0,0.0,2019-12-31
MINNESOTA,Milaca,2909.0,10.0,0.0,1.0,1.0,8.0,122.0,6.0,103.0,13.0,0.0,2019-12-31
MINNESOTA,Minneapolis5,431016.0,3990.0,46.0,459.0,1289.0,2196.0,19469.0,3397.0,13172.0,2900.0,75.0,2019-12-31
MINNESOTA,Minneota5,1360.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,2019-12-31
MINNESOTA,Minnetonka,54497.0,30.0,0.0,8.0,7.0,15.0,772.0,91.0,643.0,38.0,0.0,2019-12-31
MINNESOTA,Minnetrista,10527.0,3.0,0.0,0.0,1.0,2.0,76.0,7.0,64.0,5.0,0.0,2019-12-31
MINNESOTA,Montevideo,5071.0,9.0,0.0,3.0,0.0,6.0,24.0,10.0,11.0,3.0,0.0,2019-12-31
MINNESOTA,Montgomery,2995.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,13.0,1.0,0.0,2019-12-31
MINNESOTA,Moose Lake,2821.0,4.0,0.0,0.0,0.0,4.0,51.0,2.0,48.0,1.0,0.0,2019-12-31
MINNESOTA,Morris,5360.0,2.0,0.0,2.0,0.0,0.0,70.0,16.0,51.0,3.0,0.0,2019-12-31
MINNESOTA,Motley,650.0,0.0,0.0,0.0,0.0,0.0,54.0,8.0,46.0,0.0,,2019-12-31
MINNESOTA,Mounds View,13307.0,27.0,0.0,4.0,4.0,19.0,303.0,31.0,250.0,22.0,2.0,2019-12-31
MINNESOTA,Mountain Lake5,2047.0,2.0,0.0,1.0,0.0,1.0,14.0,4.0,6.0,4.0,1.0,2019-12-31
MINNESOTA,New Brighton,23058.0,31.0,1.0,2.0,7.0,21.0,442.0,48.0,360.0,34.0,2.0,2019-12-31
MINNESOTA,New Hope,21147.0,20.0,0.0,1.0,12.0,7.0,581.0,64.0,468.0,49.0,1.0,2019-12-31
MINNESOTA,New Prague,8326.0,8.0,0.0,3.0,1.0,4.0,69.0,12.0,57.0,0.0,1.0,2019-12-31
MINNESOTA,New Richland,1188.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,26.0,0.0,0.0,2019-12-31
MINNESOTA,New Ulm5,13205.0,8.0,0.0,2.0,0.0,6.0,116.0,12.0,96.0,8.0,1.0,2019-12-31
MINNESOTA,New York Mills,1228.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,3.0,0.0,2019-12-31
MINNESOTA,Nisswa,2066.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2019-12-31
MINNESOTA,North Branch,10641.0,14.0,0.0,1.0,1.0,12.0,174.0,29.0,135.0,10.0,0.0,2019-12-31
MINNESOTA,Northfield,20707.0,12.0,0.0,7.0,1.0,4.0,152.0,17.0,129.0,6.0,0.0,2019-12-31
MINNESOTA,North Mankato,13977.0,14.0,0.0,5.0,2.0,7.0,124.0,16.0,99.0,9.0,0.0,2019-12-31
MINNESOTA,North St. Paul,12595.0,20.0,0.0,5.0,8.0,7.0,312.0,36.0,240.0,36.0,0.0,2019-12-31
MINNESOTA,Oakdale,28097.0,36.0,0.0,8.0,15.0,13.0,719.0,70.0,586.0,63.0,0.0,2019-12-31
MINNESOTA,Oak Park Heights,4972.0,2.0,0.0,2.0,0.0,0.0,241.0,14.0,217.0,10.0,0.0,2019-12-31
MINNESOTA,Olivia,2328.0,8.0,0.0,4.0,0.0,4.0,48.0,6.0,39.0,3.0,0.0,2019-12-31
MINNESOTA,Onamia,861.0,3.0,0.0,1.0,0.0,2.0,28.0,4.0,22.0,2.0,0.0,2019-12-31
MINNESOTA,Orono,20349.0,14.0,1.0,6.0,2.0,5.0,126.0,25.0,101.0,0.0,0.0,2019-12-31
MINNESOTA,Ortonville,1774.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,10.0,3.0,0.0,2019-12-31
MINNESOTA,Osakis,1750.0,2.0,0.0,0.0,0.0,2.0,15.0,3.0,11.0,1.0,0.0,2019-12-31
MINNESOTA,Osseo,2801.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2019-12-31
MINNESOTA,Owatonna,25792.0,27.0,0.0,8.0,1.0,18.0,403.0,31.0,339.0,33.0,1.0,2019-12-31
MINNESOTA,Park Rapids,4262.0,16.0,0.0,5.0,0.0,11.0,260.0,23.0,230.0,7.0,0.0,2019-12-31
MINNESOTA,Paynesville,2510.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2019-12-31
MINNESOTA,Pelican Rapids,2507.0,3.0,0.0,1.0,0.0,2.0,5.0,1.0,2.0,2.0,0.0,2019-12-31
MINNESOTA,Pequot Lakes,2328.0,2.0,0.0,0.0,0.0,2.0,60.0,1.0,59.0,0.0,0.0,2019-12-31
MINNESOTA,Perham,3625.0,5.0,0.0,2.0,0.0,3.0,5.0,0.0,3.0,2.0,0.0,2019-12-31
MINNESOTA,Pillager5,482.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,10.0,0.0,0.0,2019-12-31
MINNESOTA,Pine River5,925.0,1.0,0.0,1.0,0.0,0.0,56.0,5.0,51.0,0.0,0.0,2019-12-31
MINNESOTA,Plainview,3295.0,1.0,0.0,1.0,0.0,0.0,22.0,6.0,15.0,1.0,0.0,2019-12-31
MINNESOTA,Plymouth,80616.0,37.0,0.0,8.0,5.0,24.0,938.0,152.0,742.0,44.0,2.0,2019-12-31
MINNESOTA,Preston,1290.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2019-12-31
MINNESOTA,Princeton,4711.0,5.0,0.0,1.0,1.0,3.0,159.0,8.0,149.0,2.0,0.0,2019-12-31
MINNESOTA,Prior Lake,27362.0,42.0,0.0,12.0,7.0,23.0,603.0,50.0,528.0,25.0,0.0,2019-12-31
MINNESOTA,Proctor,3038.0,5.0,0.0,3.0,0.0,2.0,91.0,9.0,80.0,2.0,0.0,2019-12-31
MINNESOTA,Ramsey5,27358.0,24.0,0.0,12.0,0.0,12.0,286.0,21.0,246.0,19.0,0.0,2019-12-31
MINNESOTA,Red Wing,16408.0,38.0,1.0,3.0,4.0,30.0,426.0,66.0,323.0,37.0,3.0,2019-12-31
MINNESOTA,Redwood Falls,4951.0,12.0,0.0,3.0,0.0,9.0,143.0,15.0,121.0,7.0,0.0,2019-12-31
MINNESOTA,Renville,1177.0,2.0,0.0,1.0,0.0,1.0,19.0,2.0,12.0,5.0,0.0,2019-12-31
MINNESOTA,Rice,1389.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,8.0,1.0,0.0,2019-12-31
MINNESOTA,Richfield,36100.0,73.0,0.0,12.0,23.0,38.0,850.0,113.0,649.0,88.0,2.0,2019-12-31
MINNESOTA,Robbinsdale,14555.0,56.0,0.0,10.0,14.0,32.0,426.0,47.0,337.0,42.0,0.0,2019-12-31
MINNESOTA,Rochester5,118267.0,254.0,1.0,62.0,34.0,157.0,2225.0,282.0,1816.0,127.0,3.0,2019-12-31
MINNESOTA,Rogers,13417.0,11.0,0.0,3.0,2.0,6.0,225.0,13.0,200.0,12.0,0.0,2019-12-31
MINNESOTA,Roseau,2665.0,2.0,0.0,0.0,0.0,2.0,25.0,1.0,20.0,4.0,0.0,2019-12-31
MINNESOTA,Rosemount,24961.0,21.0,0.0,8.0,1.0,12.0,146.0,17.0,126.0,3.0,0.0,2019-12-31
MINNESOTA,Roseville,36750.0,83.0,0.0,14.0,34.0,35.0,2164.0,162.0,1885.0,117.0,6.0,2019-12-31
MINNESOTA,Rushford,1703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
MINNESOTA,Sauk Centre,4492.0,4.0,0.0,1.0,0.0,3.0,102.0,6.0,92.0,4.0,0.0,2019-12-31
MINNESOTA,Sauk Rapids,14015.0,13.0,0.0,1.0,0.0,12.0,284.0,30.0,243.0,11.0,0.0,2019-12-31
MINNESOTA,Savage,32336.0,35.0,0.0,12.0,3.0,20.0,404.0,63.0,327.0,14.0,4.0,2019-12-31
MINNESOTA,Shakopee,41892.0,81.0,0.0,31.0,9.0,41.0,745.0,75.0,627.0,43.0,1.0,2019-12-31
MINNESOTA,Silver Bay,1764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
MINNESOTA,Silver Lake,813.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,1.0,0.0,2019-12-31
MINNESOTA,Slayton5,1979.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2019-12-31
MINNESOTA,Sleepy Eye5,3347.0,6.0,0.0,3.0,0.0,3.0,17.0,3.0,12.0,2.0,1.0,2019-12-31
MINNESOTA,South Lake Minnetonka,12762.0,12.0,0.0,5.0,2.0,5.0,88.0,16.0,68.0,4.0,0.0,2019-12-31
MINNESOTA,South St. Paul,20148.0,46.0,0.0,18.0,5.0,23.0,481.0,71.0,355.0,55.0,2.0,2019-12-31
MINNESOTA,Springfield5,1999.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,17.0,1.0,0.0,2019-12-31
MINNESOTA,Spring Grove5,1264.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,17.0,1.0,0.0,2019-12-31
MINNESOTA,Spring Lake Park5,6994.0,19.0,1.0,2.0,2.0,14.0,195.0,29.0,151.0,15.0,0.0,2019-12-31
MINNESOTA,St. Anthony,9172.0,9.0,0.0,4.0,2.0,3.0,197.0,31.0,154.0,12.0,1.0,2019-12-31
MINNESOTA,Staples,2945.0,5.0,0.0,3.0,0.0,2.0,62.0,6.0,53.0,3.0,0.0,2019-12-31
MINNESOTA,Starbuck,1255.0,2.0,0.0,2.0,0.0,0.0,46.0,5.0,40.0,1.0,0.0,2019-12-31
MINNESOTA,St. Charles,3773.0,3.0,0.0,1.0,0.0,2.0,37.0,4.0,29.0,4.0,0.0,2019-12-31
MINNESOTA,St. Cloud,68311.0,298.0,0.0,73.0,50.0,175.0,2443.0,225.0,2044.0,174.0,10.0,2019-12-31
MINNESOTA,St. Francis5,7894.0,19.0,0.0,3.0,0.0,16.0,95.0,12.0,81.0,2.0,0.0,2019-12-31
MINNESOTA,St. James5,4426.0,6.0,0.0,1.0,0.0,5.0,73.0,11.0,55.0,7.0,1.0,2019-12-31
MINNESOTA,St. Joseph,7227.0,7.0,0.0,1.0,0.0,6.0,49.0,6.0,39.0,4.0,0.0,2019-12-31
MINNESOTA,St. Louis Park,49535.0,89.0,0.0,19.0,20.0,50.0,1396.0,130.0,1175.0,91.0,2.0,2019-12-31
MINNESOTA,St. Paul,310263.0,1752.0,28.0,236.0,542.0,946.0,11208.0,2038.0,6751.0,2419.0,118.0,2019-12-31
MINNESOTA,St. Paul Park,5410.0,11.0,0.0,1.0,1.0,9.0,147.0,20.0,116.0,11.0,1.0,2019-12-31
MINNESOTA,St. Peter,12032.0,16.0,0.0,6.0,0.0,10.0,128.0,13.0,112.0,3.0,0.0,2019-12-31
MINNESOTA,Thief River Falls,8825.0,6.0,0.0,4.0,0.0,2.0,132.0,23.0,104.0,5.0,1.0,2019-12-31
MINNESOTA,Tracy5,2094.0,2.0,0.0,0.0,0.0,2.0,30.0,10.0,19.0,1.0,0.0,2019-12-31
MINNESOTA,Twin Valley,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
MINNESOTA,Two Harbors,3523.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2019-12-31
MINNESOTA,Virginia,8398.0,41.0,0.0,7.0,3.0,31.0,315.0,51.0,239.0,25.0,0.0,2019-12-31
MINNESOTA,Wabasha,2471.0,5.0,0.0,0.0,0.0,5.0,39.0,8.0,25.0,6.0,0.0,2019-12-31
MINNESOTA,Wadena,4097.0,10.0,0.0,4.0,0.0,6.0,76.0,4.0,69.0,3.0,0.0,2019-12-31
MINNESOTA,Waite Park,7764.0,33.0,0.0,0.0,7.0,26.0,644.0,39.0,579.0,26.0,1.0,2019-12-31
MINNESOTA,Walker5,930.0,2.0,0.0,0.0,0.0,2.0,42.0,4.0,35.0,3.0,0.0,2019-12-31
MINNESOTA,Warroad,1796.0,4.0,0.0,0.0,0.0,4.0,25.0,1.0,24.0,0.0,0.0,2019-12-31
MINNESOTA,Waseca,8841.0,15.0,0.0,4.0,0.0,11.0,159.0,15.0,141.0,3.0,0.0,2019-12-31
MINNESOTA,Waterville,1874.0,2.0,0.0,0.0,0.0,2.0,11.0,1.0,9.0,1.0,0.0,2019-12-31
MINNESOTA,Wayzata,6560.0,1.0,0.0,0.0,1.0,0.0,98.0,13.0,77.0,8.0,1.0,2019-12-31
MINNESOTA,Wells,2170.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,4.0,2.0,0.0,2019-12-31
MINNESOTA,West Concord5,768.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,4.0,1.0,0.0,2019-12-31
MINNESOTA,West Hennepin,5670.0,2.0,0.0,0.0,0.0,2.0,28.0,5.0,22.0,1.0,0.0,2019-12-31
MINNESOTA,West St. Paul,19694.0,82.0,1.0,8.0,28.0,45.0,1373.0,101.0,1184.0,88.0,4.0,2019-12-31
MINNESOTA,Wheaton5,1295.0,1.0,0.0,1.0,0.0,0.0,26.0,4.0,20.0,2.0,0.0,2019-12-31
MINNESOTA,White Bear Lake,26176.0,35.0,0.0,8.0,12.0,15.0,609.0,93.0,461.0,55.0,4.0,2019-12-31
MINNESOTA,Willmar,19684.0,84.0,0.0,29.0,6.0,49.0,419.0,53.0,335.0,31.0,2.0,2019-12-31
MINNESOTA,Windom5,4393.0,33.0,0.0,6.0,1.0,26.0,61.0,8.0,45.0,8.0,0.0,2019-12-31
MINNESOTA,Winona,26720.0,30.0,0.0,10.0,6.0,14.0,644.0,51.0,573.0,20.0,1.0,2019-12-31
MINNESOTA,Winsted,2247.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,14.0,1.0,0.0,2019-12-31
MINNESOTA,Woodbury,72527.0,45.0,2.0,26.0,10.0,7.0,1264.0,145.0,1092.0,27.0,2.0,2019-12-31
MINNESOTA,Worthington,13329.0,31.0,0.0,10.0,2.0,19.0,130.0,31.0,80.0,19.0,0.0,2019-12-31
MINNESOTA,Wyoming,7993.0,4.0,0.0,0.0,0.0,4.0,68.0,6.0,56.0,6.0,0.0,2019-12-31
MINNESOTA,Zumbrota,3477.0,2.0,0.0,1.0,0.0,1.0,42.0,5.0,33.0,4.0,0.0,2019-12-31
MISSISSIPPI,Ackerman,1443.0,2.0,0.0,0.0,1.0,1.0,39.0,15.0,24.0,0.0,0.0,2019-12-31
MISSISSIPPI,Batesville,7234.0,24.0,0.0,4.0,1.0,19.0,328.0,48.0,278.0,2.0,1.0,2019-12-31
MISSISSIPPI,Biloxi,46185.0,188.0,3.0,35.0,65.0,85.0,2663.0,619.0,1877.0,167.0,6.0,2019-12-31
MISSISSIPPI,Booneville7,8742.0,,0.0,,8.0,22.0,281.0,79.0,191.0,11.0,,2019-12-31
MISSISSIPPI,Brandon,24426.0,26.0,0.0,3.0,2.0,21.0,269.0,49.0,193.0,27.0,1.0,2019-12-31
MISSISSIPPI,Brookhaven,12037.0,45.0,6.0,3.0,5.0,31.0,387.0,198.0,166.0,23.0,1.0,2019-12-31
MISSISSIPPI,Byram,11672.0,17.0,2.0,1.0,3.0,11.0,271.0,20.0,240.0,11.0,0.0,2019-12-31
MISSISSIPPI,D'Iberville,14125.0,10.0,0.0,1.0,3.0,6.0,895.0,38.0,828.0,29.0,0.0,2019-12-31
MISSISSIPPI,Edwards,991.0,21.0,0.0,1.0,0.0,20.0,14.0,4.0,10.0,0.0,0.0,2019-12-31
MISSISSIPPI,Florence5,4500.0,3.0,0.0,0.0,0.0,3.0,12.0,1.0,11.0,0.0,0.0,2019-12-31
MISSISSIPPI,Flowood,9401.0,19.0,0.0,6.0,0.0,13.0,284.0,14.0,257.0,13.0,1.0,2019-12-31
MISSISSIPPI,Fulton7,4044.0,,0.0,,1.0,15.0,140.0,15.0,121.0,4.0,0.0,2019-12-31
MISSISSIPPI,Gautier,18563.0,53.0,3.0,6.0,8.0,36.0,488.0,97.0,347.0,44.0,2.0,2019-12-31
MISSISSIPPI,Gulfport,72383.0,236.0,12.0,25.0,65.0,134.0,3492.0,419.0,2805.0,268.0,10.0,2019-12-31
MISSISSIPPI,Hattiesburg,45971.0,106.0,2.0,27.0,23.0,54.0,2065.0,269.0,1622.0,174.0,4.0,2019-12-31
MISSISSIPPI,Horn Lake,27256.0,31.0,3.0,0.0,18.0,10.0,676.0,81.0,509.0,86.0,4.0,2019-12-31
MISSISSIPPI,Iuka7,2945.0,,0.0,,1.0,9.0,78.0,24.0,51.0,3.0,0.0,2019-12-31
MISSISSIPPI,Jackson7,163297.0,,76.0,,478.0,675.0,7411.0,1806.0,4693.0,912.0,82.0,2019-12-31
MISSISSIPPI,Kosciusko,6774.0,23.0,3.0,4.0,6.0,10.0,106.0,38.0,63.0,5.0,1.0,2019-12-31
MISSISSIPPI,Laurel,18471.0,125.0,2.0,14.0,21.0,88.0,800.0,255.0,490.0,55.0,1.0,2019-12-31
MISSISSIPPI,Madison,25862.0,10.0,0.0,0.0,3.0,7.0,269.0,17.0,251.0,1.0,0.0,2019-12-31
MISSISSIPPI,Meridian,36878.0,181.0,14.0,16.0,72.0,79.0,1475.0,441.0,904.0,130.0,11.0,2019-12-31
MISSISSIPPI,Ocean Springs5,17864.0,23.0,0.0,4.0,4.0,15.0,492.0,67.0,390.0,35.0,1.0,2019-12-31
MISSISSIPPI,Olive Branch,38761.0,89.0,4.0,26.0,21.0,38.0,893.0,111.0,696.0,86.0,4.0,2019-12-31
MISSISSIPPI,Pascagoula,21610.0,56.0,4.0,12.0,19.0,21.0,1241.0,167.0,993.0,81.0,8.0,2019-12-31
MISSISSIPPI,Pass Christian,6285.0,16.0,0.0,6.0,7.0,3.0,202.0,52.0,145.0,5.0,0.0,2019-12-31
MISSISSIPPI,Petal,10702.0,3.0,0.0,1.0,0.0,2.0,61.0,36.0,19.0,6.0,0.0,2019-12-31
MISSISSIPPI,Ridgeland,24171.0,66.0,1.0,3.0,25.0,37.0,485.0,44.0,407.0,34.0,1.0,2019-12-31
MISSISSIPPI,Southaven5,55718.0,92.0,5.0,4.0,26.0,57.0,1778.0,206.0,1393.0,179.0,2.0,2019-12-31
MISSISSIPPI,Summit7,1577.0,,0.0,,0.0,0.0,68.0,47.0,17.0,4.0,0.0,2019-12-31
MISSISSIPPI,Vicksburg7,21928.0,,3.0,,4.0,123.0,1111.0,174.0,862.0,75.0,7.0,2019-12-31
MISSISSIPPI,West Point,10430.0,39.0,1.0,5.0,8.0,25.0,292.0,68.0,221.0,3.0,3.0,2019-12-31
MISSISSIPPI,Wiggins,4618.0,5.0,0.0,0.0,0.0,5.0,205.0,34.0,162.0,9.0,0.0,2019-12-31
MISSOURI,Adrian,1599.0,4.0,0.0,1.0,0.0,3.0,65.0,27.0,35.0,3.0,0.0,2019-12-31
MISSOURI,Advance,1337.0,4.0,0.0,1.0,0.0,3.0,21.0,5.0,15.0,1.0,0.0,2019-12-31
MISSOURI,Alma,381.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2019-12-31
MISSOURI,Annapolis,338.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2019-12-31
MISSOURI,Appleton City,1068.0,2.0,0.0,0.0,0.0,2.0,13.0,7.0,4.0,2.0,0.0,2019-12-31
MISSOURI,Archie,1210.0,1.0,0.0,0.0,0.0,1.0,11.0,4.0,6.0,1.0,0.0,2019-12-31
MISSOURI,Arnold,21102.0,32.0,0.0,1.0,3.0,28.0,629.0,30.0,544.0,55.0,0.0,2019-12-31
MISSOURI,Ash Grove,1447.0,2.0,0.0,0.0,0.0,2.0,28.0,4.0,23.0,1.0,1.0,2019-12-31
MISSOURI,Ashland,3975.0,3.0,0.0,0.0,0.0,3.0,59.0,7.0,47.0,5.0,0.0,2019-12-31
MISSOURI,Aurora,7455.0,36.0,0.0,3.0,0.0,33.0,374.0,64.0,279.0,31.0,6.0,2019-12-31
MISSOURI,Ava,2902.0,8.0,0.0,0.0,0.0,8.0,47.0,7.0,38.0,2.0,0.0,2019-12-31
MISSOURI,Battlefield,6348.0,0.0,0.0,0.0,0.0,0.0,72.0,13.0,55.0,4.0,0.0,2019-12-31
MISSOURI,Bella Villa,726.0,3.0,0.0,1.0,0.0,2.0,8.0,1.0,5.0,2.0,0.0,2019-12-31
MISSOURI,Bellefontaine Neighbors,10416.0,124.0,3.0,6.0,19.0,96.0,354.0,106.0,168.0,80.0,,2019-12-31
MISSOURI,Bel-Nor,1398.0,1.0,0.0,0.0,0.0,1.0,25.0,4.0,10.0,11.0,0.0,2019-12-31
MISSOURI,Belton,23657.0,67.0,3.0,18.0,15.0,31.0,730.0,60.0,598.0,72.0,5.0,2019-12-31
